date,variable,value,value01
1976-10-01,pce,1179.5,0.057670691001450135
1976-11-01,pce,1191.7,0.0587175328854223
1976-12-01,pce,1214.1,0.060639603229764624
1977-01-01,pce,1217.4,0.06092276537870793
1977-02-01,pce,1233.7,0.06232141478106418
1977-03-01,pce,1240.7,0.06292206176367116
1977-04-01,pce,1249.7,0.06369432216988014
1977-05-01,pce,1259.6,0.06454380861671
1977-06-01,pce,1266.3,0.06511871358577667
1977-07-01,pce,1283.2,0.06656884701521354
1977-08-01,pce,1288.5,0.06702362258775882
1977-09-01,pce,1297.4,0.0677873023227877
1977-10-01,pce,1314.3,0.06923743575222453
1977-11-01,pce,1330,0.07058460112750019
1977-12-01,pce,1339.3,0.07138260354724946
1978-01-01,pce,1333,0.07084202126290319
1978-02-01,pce,1358.9,0.07306441509854901
1978-03-01,pce,1381.4,0.07499506611407145
1978-04-01,pce,1400.2,0.0766082322959302
1978-05-01,pce,1415.9,0.07795539767120585
1978-06-01,pce,1429.8,0.0791481109652397
1978-07-01,pce,1430.8,0.07923391767704069
1978-08-01,pce,1451,0.08096721325542083
1978-09-01,pce,1456.9,0.08147347285504673
1978-10-01,pce,1471,0.08268334749144078
1978-11-01,pce,1484.7,0.08385889944311445
1978-12-01,pce,1500.5,0.0852146454895702
1979-01-01,pce,1506.3,0.08571232441801598
1979-02-01,pce,1521.6,0.08702516710857122
1979-03-01,pce,1535,0.08817497704670459
1979-04-01,pce,1542.3,0.08880136604285188
1979-05-01,pce,1562.7,0.09055182296359222
1979-06-01,pce,1579.6,0.09200195639302905
1979-07-01,pce,1590.1,0.09290292686693952
1979-08-01,pce,1619.7,0.09544280553624906
1979-09-01,pce,1638.1,0.09702164903338738
1979-10-01,pce,1646,0.09769952205661525
1979-11-01,pce,1661.7,0.09904668743189093
1979-12-01,pce,1670.7,0.09981894783809991
1980-01-01,pce,1701.6,0.10247037523275068
1980-02-01,pce,1705.6,0.10281360207995467
1980-03-01,pce,1712.4,0.10339708772020147
1980-04-01,pce,1699.5,0.1022901811379686
1980-05-01,pce,1704.3,0.1027020533546134
1980-06-01,pce,1723,0.10430663886529203
1980-07-01,pce,1751.2,0.10672638813808018
1980-08-01,pce,1767.7,0.10814219888279662
1980-09-01,pce,1784.1,0.10954942895633295
1980-10-01,pce,1820.4,0.11266421259470916
1980-11-01,pce,1830.2,0.11350511837035894
1980-12-01,pce,1855.5,0.11567602817892414
1981-01-01,pce,1874.7,0.11732351704550331
1981-02-01,pce,1889.4,0.11858487570897795
1981-03-01,pce,1908.1,0.12018946121965658
1981-04-01,pce,1909.1,0.12027526793145758
1981-05-01,pce,1918.2,0.12105610900884668
1981-06-01,pce,1938.5,0.1227979852584069
1981-07-01,pce,1945.7,0.12341579358337411
1981-08-01,pce,1969.8,0.12548373533777812
1981-09-01,pce,1968.2,0.12534644459889654
1981-10-01,pce,1966.2,0.12517483117529454
1981-11-01,pce,1972.4,0.1257068327884607
1981-12-01,pce,1989.9,0.12720845024497815
1982-01-01,pce,1997.4,0.12785200058348564
1982-02-01,pce,2021.4,0.12991136166670958
1982-03-01,pce,2024.4,0.13016878180211255
1982-04-01,pce,2027.2,0.13040904059515537
1982-05-01,pce,2045.9,0.132013626105834
1982-06-01,pce,2050.2,0.13238259496657825
1982-07-01,pce,2075.1,0.1345191820904231
1982-08-01,pce,2083.7,0.13525711981191166
1982-09-01,pce,2108.9,0.1374194489492968
1982-10-01,pce,2130.7,0.13929003526655853
1982-11-01,pce,2154.7,0.14134939634978244
1982-12-01,pce,2167.4,0.14243914158965515
1983-01-01,pce,2180.1,0.14352888682952777
1983-02-01,pce,2183.1,0.14378630696493078
1983-03-01,pce,2208.6,0.1459743781158562
1983-04-01,pce,2231.8,0.14796509382963935
1983-05-01,pce,2251,0.1496125826962185
1983-06-01,pce,2280.8,0.15216962270788822
1983-07-01,pce,2309,0.15458937198067632
1983-08-01,pce,2324.8,0.1559451180271321
1983-09-01,pce,2339.1,0.15717215400588633
1983-10-01,pce,2361.8,0.159119966363769
1983-11-01,pce,2370.4,0.15985790408525755
1983-12-01,pce,2397.9,0.16221758865978497
1984-01-01,pce,2423.8,0.1644399824954308
1984-02-01,pce,2408.1,0.1630928171201551
1984-03-01,pce,2436.4,0.16552114706412335
1984-04-01,pce,2462.6,0.16776928291330945
1984-05-01,pce,2479.8,0.16924515835628662
1984-06-01,pce,2501.2,0.17108142198882795
1984-07-01,pce,2500.5,0.17102135729056725
1984-08-01,pce,2518.4,0.17255729743180512
1984-09-01,pce,2540.3,0.17443646442024696
1984-10-01,pce,2538.2,0.17425627032546484
1984-11-01,pce,2578.6,0.17772286148222513
1984-12-01,pce,2590,0.17870105799675648
1985-01-01,pce,2626.3,0.1818158416351327
1985-02-01,pce,2648.6,0.1837293313082949
1985-03-01,pce,2656.8,0.1844329463450631
1985-04-01,pce,2668.4,0.18542830420195466
1985-05-01,pce,2705.9,0.18864605589449207
1985-06-01,pce,2699.3,0.1880797315966055
1985-07-01,pce,2725.9,0.190362190130512
1985-08-01,pce,2762.7,0.19351987712478866
1985-09-01,pce,2805.6,0.19720098506105146
1985-10-01,pce,2767.1,0.19389742665671306
1985-11-01,pce,2782.7,0.19523601136080862
1985-12-01,pce,2822.8,0.19867686050402864
1986-01-01,pce,2838.3,0.20000686453694408
1986-02-01,pce,2831.2,0.19939763688315698
1986-03-01,pce,2834.7,0.19969796037446047
1986-04-01,pce,2846.5,0.20071047957371224
1986-05-01,pce,2869,0.20264113058923466
1986-06-01,pce,2873.5,0.20302726079233915
1986-07-01,pce,2893.4,0.20473481435717902
1986-08-01,pce,2911.1,0.20625359315605665
1986-09-01,pce,2984.6,0.21256038647342992
1986-10-01,pce,2945.9,0.20923966672673136
1986-11-01,pce,2941.7,0.20887927853716715
1986-12-01,pce,3010.8,0.21480852232261607
1987-01-01,pce,2949.9,0.20958289357393534
1987-02-01,pce,3016.5,0.21529762057988175
1987-03-01,pce,3028.4,0.2163187204503136
1987-04-01,pce,3054.1,0.21852395294359922
1987-05-01,pce,3063.9,0.21936485871924902
1987-06-01,pce,3088.4,0.22146712315837344
1987-07-01,pce,3110.7,0.22338061283153565
1987-08-01,pce,3147,0.22649539646991187
1987-09-01,pce,3142.9,0.22614358895152778
1987-10-01,pce,3151.1,0.22684720398829594
1987-11-01,pce,3160.9,0.22768810976394574
1987-12-01,pce,3190.9,0.23026231111797565
1988-01-01,pce,3230.7,0.2336774182476553
1988-02-01,pce,3238.5,0.2343467105997031
1988-03-01,pce,3277.8,0.2377189143734823
1988-04-01,pce,3280.4,0.23794201182416488
1988-05-01,pce,3311,0.24056769720527538
1988-06-01,pce,3335.6,0.2426785423155799
1988-07-01,pce,3359.3,0.24471216138526355
1988-08-01,pce,3384.3,0.2468573291802885
1988-09-01,pce,3391.4,0.24746655683407556
1988-10-01,pce,3430.4,0.25081301859431443
1988-11-01,pce,3447,0.252237410010211
1988-12-01,pce,3476.3,0.2547515466659802
1989-01-01,pce,3499.9,0.25677658506448375
1989-02-01,pce,3503.9,0.2571198119116877
1989-03-01,pce,3514.5,0.25802936305677826
1989-04-01,pce,3558.6,0.2618134390472022
1989-05-01,pce,3567.5,0.2625771187822311
1989-06-01,pce,3582.4,0.263855638788066
1989-07-01,pce,3601.7,0.2655117083258252
1989-08-01,pce,3636.8,0.26852352391004025
1989-09-01,pce,3638.1,0.2686350726353815
1989-10-01,pce,3650,0.26965617250581336
1989-11-01,pce,3659.7,0.27048849761028304
1989-12-01,pce,3700.7,0.27400657279412394
1990-01-01,pce,3747.2,0.27799658489287027
1990-02-01,pce,3744.8,0.2777906487845479
1990-03-01,pce,3771.5,0.2800816879896345
1990-04-01,pce,3786.7,0.2813859500090097
1990-05-01,pce,3792.5,0.28188362893745544
1990-06-01,pce,3821.3,0.2843548622373242
1990-07-01,pce,3838.5,0.2858307376803013
1990-08-01,pce,3865,0.28810461554302774
1990-09-01,pce,3886.7,0.2899666211891094
1990-10-01,pce,3887.1,0.2900009438738298
1990-11-01,pce,3888.4,0.2901124925991711
1990-12-01,pce,3877.8,0.28920294145408054
1991-01-01,pce,3857.6,0.2874696458757004
1991-02-01,pce,3883.3,0.28967487836898603
1991-03-01,pce,3929.7,0.2936563097965523
1991-04-01,pce,3923.9,0.2931586308681065
1991-05-01,pce,3950,0.2953981860461125
1991-06-01,pce,3957.1,0.2960074136998996
1991-07-01,pce,3982.4,0.29817832350846485
1991-08-01,pce,3985.4,0.2984357436438678
1991-09-01,pce,4001.2,0.29979148969032354
1991-10-01,pce,3992.9,0.2990792939823753
1991-11-01,pce,4020.6,0.3014561398992629
1991-12-01,pce,4037.7,0.3029234346710599
1992-01-01,pce,4101.9,0.30843222556868394
1992-02-01,pce,4116.8,0.30971074557451883
1992-03-01,pce,4134.3,0.3112123630310363
1992-04-01,pce,4149,0.31247372169451093
1992-05-01,pce,4176.1,0.31479908358431796
1992-06-01,pce,4195,0.3164208304373568
1992-07-01,pce,4223,0.3188234183677847
1992-08-01,pce,4239.3,0.320222067770141
1992-09-01,pce,4273.9,0.3231909799984554
1992-10-01,pce,4303.5,0.32573085866776497
1992-11-01,pce,4319.5,0.3271037660565809
1992-12-01,pce,4355.6,0.33020138835259694
1993-01-01,pce,4359.7,0.330553195870981
1993-02-01,pce,4374.3,0.3318059738632756
1993-03-01,pce,4371.4,0.33155713439905266
1993-04-01,pce,4412.4,0.33507520958289355
1993-05-01,pce,4441.3,0.3375550235539424
1993-06-01,pce,4458.8,0.33905664101045985
1993-07-01,pce,4487.7,0.34153645498150864
1993-08-01,pce,4499.9,0.3425832968654808
1993-09-01,pce,4530.5,0.3452089822465913
1993-10-01,pce,4552,0.34705382655031275
1993-11-01,pce,4573.4,0.34889009018285405
1993-12-01,pce,4590.7,0.3503745462970113
1994-01-01,pce,4604.8,0.3515844209334055
1994-02-01,pce,4652.3,0.35566023974395283
1994-03-01,pce,4665.4,0.3567843076685458
1994-04-01,pce,4690.7,0.35895521747711107
1994-05-01,pce,4689.2,0.3588265074094096
1994-06-01,pce,4728.8,0.3622244531967291
1994-07-01,pce,4740.8,0.36325413373834103
1994-08-01,pce,4783,0.3668751769763431
1994-09-01,pce,4795.5,0.36794776087385556
1994-10-01,pce,4833.3,0.3711912545799333
1994-11-01,pce,4846,0.37228099981980595
1994-12-01,pce,4862.3,0.3736796492221622
1995-01-01,pce,4871.9,0.3745033936554517
1995-02-01,pce,4871.7,0.3744862323130915
1995-03-01,pce,4906.5,0.37747230588376623
1995-04-01,pce,4911.5,0.3779013394427712
1995-05-01,pce,4954.4,0.38158244737903396
1995-06-01,pce,4999,0.3854094267253585
1995-07-01,pce,4991.8,0.38479161840039133
1995-08-01,pce,5027.1,0.3878205953269665
1995-09-01,pce,5042.5,0.38914201868870185
1995-10-01,pce,5035.9,0.38857569439081524
1995-11-01,pce,5077.8,0.3921709956152771
1995-12-01,pce,5120.1,0.3958006195244593
1996-01-01,pce,5108.9,0.394839584352288
1996-02-01,pce,5156.1,0.39888966114929514
1996-03-01,pce,5196.4,0.4023476716348753
1996-04-01,pce,5231.6,0.4053680678902704
1996-05-01,pce,5247.2,0.40670665259436595
1996-06-01,pce,5253.7,0.4072643962210724
1996-07-01,pce,5275.8,0.40916072455187447
1996-08-01,pce,5299,0.4111514402656576
1996-09-01,pce,5320,0.4129533812134785
1996-10-01,pce,5351.5,0.4156562926352099
1996-11-01,pce,5375,0.4176727503625334
1996-12-01,pce,5401.7,0.41996378956762
1997-01-01,pce,5434.9,0.42281257239941306
1997-02-01,pce,5457.7,0.4247689654284758
1997-03-01,pce,5477.6,0.4264765189933157
1997-04-01,pce,5482.8,0.4269227138946809
1997-05-01,pce,5484.3,0.4270514239623824
1997-06-01,pce,5518.2,0.42996027149243615
1997-07-01,pce,5573,0.4346624792991308
1997-08-01,pce,5611.8,0.4379917797170095
1997-09-01,pce,5625.6,0.43917591233986325
1997-10-01,pce,5661.2,0.44223063127997875
1997-11-01,pce,5685.2,0.44428999236320266
1997-12-01,pce,5716.4,0.44696716177139373
1998-01-01,pce,5714.4,0.4467955483477917
1998-02-01,pce,5748.4,0.44971297654902564
1998-03-01,pce,5775,0.4519954350829322
1998-04-01,pce,5812.9,0.45524750946018994
1998-05-01,pce,5863.3,0.45957216773496024
1998-06-01,pce,5897.2,0.462481015265014
1998-07-01,pce,5915.6,0.46405985876215244
1998-08-01,pce,5951,0.4670974163599077
1998-09-01,pce,5991.8,0.47059833020138836
1998-10-01,pce,6025.8,0.4735157584026223
1998-11-01,pce,6042.7,0.4749658918320591
1998-12-01,pce,6098.2,0.47972816433701443
1999-01-01,pce,6099.1,0.47980539037763537
1999-02-01,pce,6128.2,0.48230236569104434
1999-03-01,pce,6159.7,0.48500527711277575
1999-04-01,pce,6223.6,0.49048832599685954
1999-05-01,pce,6253.4,0.49304536600852916
1999-06-01,pce,6281.9,0.4954908572948576
1999-07-01,pce,6309.5,0.49785912254056514
1999-08-01,pce,6354.8,0.5017461665851504
1999-09-01,pce,6407.4,0.5062595996258827
1999-10-01,pce,6431.2,0.5083017993667465
1999-11-01,pce,6467.2,0.5113908409915824
1999-12-01,pce,6568.2,0.520057318883483
2000-01-01,pce,6564.7,0.5197569953921796
2000-02-01,pce,6648.7,0.5269647591834633
2000-03-01,pce,6714.8,0.5326365828335092
2000-04-01,pce,6701,0.5314524502106555
2000-05-01,pce,6737.2,0.5345586531778516
2000-06-01,pce,6773.6,0.537682017487408
2000-07-01,pce,6793.7,0.5394067323946079
2000-08-01,pce,6828.7,0.5424099673076428
2000-09-01,pce,6913.1,0.549652053783647
2000-10-01,pce,6919.6,0.5502097974103535
2000-11-01,pce,6934.5,0.5514883174161883
2000-12-01,pce,6979.1,0.5553152967625128
2001-01-01,pce,7009.8,0.5579495628148035
2001-02-01,pce,7029.3,0.5596227936949228
2001-03-01,pce,7022.1,0.5590049853699557
2001-04-01,pce,7036.2,0.5602148600063497
2001-05-01,pce,7083.1,0.5642391947898165
2001-06-01,pce,7097.1,0.5654404887550305
2001-07-01,pce,7109.2,0.5664787499678224
2001-08-01,pce,7146.1,0.5696450176332793
2001-09-01,pce,7054.8,0.5618108648458483
2001-10-01,pce,7250.2,0.578577496331763
2001-11-01,pce,7209.6,0.5750937438326427
2001-12-01,pce,7190,0.573411932281343
2002-01-01,pce,7217.7,0.5757887781982307
2002-02-01,pce,7259.7,0.5793926600938726
2002-03-01,pce,7276.7,0.5808513741944895
2002-04-01,pce,7345.6,0.5867634566375782
2002-05-01,pce,7321.8,0.5847212568967145
2002-06-01,pce,7366.1,0.5885224942294986
2002-07-01,pce,7424.2,0.5935078641851366
2002-08-01,pce,7449,0.5956358706378013
2002-09-01,pce,7426.1,0.5936708969375585
2002-10-01,pce,7469.3,0.5973777468873616
2002-11-01,pce,7499.8,0.5999948515972919
2002-12-01,pce,7552.6,0.6045254459803846
2003-01-01,pce,7579.5,0.6068336465278314
2003-02-01,pce,7573.6,0.6063273869282055
2003-03-01,pce,7627.5,0.6109523686942793
2003-04-01,pce,7661.7,0.6138869582378733
2003-05-01,pce,7669.2,0.6145305085763808
2003-06-01,pce,7722.9,0.6191383290000944
2003-07-01,pce,7783.8,0.6243639577487752
2003-08-01,pce,7878.9,0.6325241760410499
2003-09-01,pce,7874,0.632103723153225
2003-10-01,pce,7890.6,0.6335281145691216
2003-11-01,pce,7950.4,0.6386593559348211
2003-12-01,pce,7974.3,0.6407101363468651
2004-01-01,pce,8037.3,0.6461159591903279
2004-02-01,pce,8072.1,0.6491020327610026
2004-03-01,pce,8121,0.6532979809680713
2004-04-01,pce,8141.6,0.6550655992311719
2004-05-01,pce,8212.9,0.6611836177825829
2004-06-01,pce,8204.6,0.6604714220746347
2004-07-01,pce,8270.7,0.6661432457246806
2004-08-01,pce,8294.4,0.6681768647943642
2004-09-01,pce,8373,0.6749212723419226
2004-10-01,pce,8417.9,0.6787739937017874
2004-11-01,pce,8458.4,0.6822491655297277
2004-12-01,pce,8516.5,0.6872345354853657
2005-01-01,pce,8521.2,0.6876378270308304
2005-02-01,pce,8575.7,0.6923142928239847
2005-03-01,pce,8622.5,0.6963300469362713
2005-04-01,pce,8715.9,0.7043443938184845
2005-05-01,pce,8680.6,0.7013154168919093
2005-06-01,pce,8775.3,0.7094413124994636
2005-07-01,pce,8867.9,0.717387014012236
2005-08-01,pce,8872.6,0.7177903055577007
2005-09-01,pce,8923.6,0.7221664478595516
2005-10-01,pce,8959.6,0.7252554894843876
2005-11-01,pce,8987.7,0.7276666580859955
2005-12-01,pce,9026.8,0.7310217005174144
2006-01-01,pce,9100.1,0.7373113324924276
2006-02-01,pce,9134.7,0.7402802447207422
2006-03-01,pce,9168.1,0.7431461888948954
2006-04-01,pce,9223.3,0.7478827193863103
2006-05-01,pce,9254.1,0.7505255661097812
2006-06-01,pce,9283.8,0.7530740254502707
2006-07-01,pce,9360.4,0.7596468195742271
2006-08-01,pce,9368.6,0.7603504346109953
2006-09-01,pce,9393.9,0.7625213444195604
2006-10-01,pce,9413.3,0.7641859946284998
2006-11-01,pce,9431.2,0.7657219347697377
2006-12-01,pce,9516.5,0.7730412472863627
2007-01-01,pce,9553.1,0.7761817729382793
2007-02-01,pce,9590.8,0.7794166859731768
2007-03-01,pce,9631.6,0.7829175998146576
2007-04-01,pce,9670.6,0.7862640615748965
2007-05-01,pce,9708.9,0.7895504586368746
2007-06-01,pce,9723.3,0.7907860752868089
2007-07-01,pce,9759.6,0.7939008589251851
2007-08-01,pce,9800.6,0.7974189341090261
2007-09-01,pce,9837.5,0.8005852017744828
2007-10-01,pce,9853.9,0.8019924318480192
2007-11-01,pce,9928.6,0.8084021932195536
2007-12-01,pce,9947.6,0.8100325207437726
2008-01-01,pce,9963.2,0.8113711054478682
2008-02-01,pce,9955.7,0.8107275551093607
2008-03-01,pce,10004.2,0.8148891806317091
2008-04-01,pce,10044.6,0.8183557717884693
2008-05-01,pce,10093.3,0.8225345586531778
2008-06-01,pce,10149.4,0.8273483151852138
2008-07-01,pce,10151.1,0.8274941865952755
2008-08-01,pce,10140.3,0.8265674741078246
2008-09-01,pce,10083.2,0.8216679108639878
2008-10-01,pce,9983.3,0.8130958203550681
2008-11-01,pce,9851.2,0.8017607537261565
2008-12-01,pce,9744.2,0.7925794355634499
2009-01-01,pce,9792.1,0.7966895770587176
2009-02-01,pce,9775.7,0.7952823469851813
2009-03-01,pce,9742.9,0.7924678868381084
2009-04-01,pce,9741.9,0.7923820801263075
2009-05-01,pce,9759.7,0.7939094395963653
2009-06-01,pce,9807.6,0.7980195810916331
2009-07-01,pce,9835.2,0.8003878463373406
2009-08-01,pce,9961.9,0.8112595567225268
2009-09-01,pce,9875.4,0.8038372761517406
2009-10-01,pce,9924.6,0.8080589663723496
2009-11-01,pce,9946.1,0.8099038106760711
2009-12-01,pce,10000.6,0.8145802764692255
2010-01-01,pce,10003.4,0.8148205352622682
2010-02-01,pce,10034.7,0.8175062853416395
2010-03-01,pce,10095.5,0.8227233334191401
2010-04-01,pce,10106.9,0.8237015299336714
2010-05-01,pce,10140.2,0.8265588934366447
2010-06-01,pce,10165.9,0.8287641259299302
2010-07-01,pce,10184.3,0.8303429694270685
2010-08-01,pce,10247.1,0.8357316309281713
2010-09-01,pce,10268.9,0.8376022172454329
2010-10-01,pce,10343.7,0.8440205592881476
2010-11-01,pce,10399.8,0.8488343158201834
2010-12-01,pce,10436.1,0.8519490994585597
2011-01-01,pce,10474.7,0.8552612385340782
2011-02-01,pce,10512.4,0.8584961515689757
2011-03-01,pce,10583.5,0.8645970087780266
2011-04-01,pce,10624.6,0.8681236646330477
2011-05-01,pce,10653.1,0.870569155919376
2011-06-01,pce,10676.4,0.8725684523043392
2011-07-01,pce,10727.1,0.8769188525926498
2011-08-01,pce,10745.6,0.8785062767609683
2011-09-01,pce,10790.6,0.8823675787920131
2011-10-01,pce,10827.6,0.8855424271286501
2011-11-01,pce,10828.7,0.8856368145116311
2011-12-01,pce,10827.3,0.8855166851151096
2012-01-01,pce,10905.5,0.8922267699779477
2012-02-01,pce,10979.2,0.8985507246376813
2012-03-01,pce,10994.3,0.8998464059858762
2012-04-01,pce,11030.2,0.9029268669395321
2012-05-01,pce,11029,0.9028238988853708
2012-06-01,pce,11032.5,0.9031242223766743
2012-07-01,pce,11074.8,0.9067538462858564
2012-08-01,pce,11104.8,0.9093280476398863
2012-09-01,pce,11179.6,0.915746389682601
2012-10-01,pce,11199.9,0.9174882659321612
2012-11-01,pce,11222.8,0.919453239632404
2012-12-01,pce,11245.2,0.9213753099767464
2013-01-01,pce,11303.2,0.9263520992612043
2013-02-01,pce,11371.4,0.9322041170060322
2013-03-01,pce,11378.8,0.9328390866733596
2013-04-01,pce,11373.3,0.932367149758454
2013-05-01,pce,11407.1,0.9352674166173278
2013-06-01,pce,11462.4,0.940012527779923
2013-07-01,pce,11484.7,0.9419260174530852
2013-08-01,pce,11511.6,0.9442342180005321
2013-09-01,pce,11559.6,0.9483529401669799
2013-10-01,pce,11602.1,0.9519997254185223
2013-11-01,pce,11671.5,0.9579547112175114
2013-12-01,pce,11686.3,0.9592246505521661
2014-01-01,pce,11663.9,0.9573025802078238
2014-02-01,pce,11714.4,0.9616358191537742
2014-03-01,pce,11807.1,0.9695901013377267
2014-04-01,pce,11825.2,0.9711432028213247
2014-05-01,pce,11864.3,0.9744982452527436
2014-06-01,pce,11922.6,0.9795007765507419
2014-07-01,pce,11944.4,0.9813713628680035
2014-08-01,pce,12017,0.9876009301447559
2014-09-01,pce,12044.6,0.9899691953904635
2014-10-01,pce,12096.4,0.9944139830617551
2014-11-01,pce,12142.2,0.9983439304622408
2014-12-01,pce,12122,0.9966106348838606
2015-01-01,pce,12080.8,0.9930753983576595
2015-02-01,pce,12095.9,0.9943710797058546
2015-03-01,pce,12161.5,1
2015-04-01,pce,12158.9,0.9997769025493174
1967-07-01,pop,198712,0
1967-08-01,pop,198911,0.0016288111315735626
1967-09-01,pop,199113,0.0032821772048291387
1967-10-01,pop,199311,0.00490280335584203
1967-11-01,pop,199498,0.0064333947206875386
1967-12-01,pop,199657,0.0077348066298342545
1968-01-01,pop,199808,0.0089707386944956
1968-02-01,pop,199920,0.009887456517290772
1968-03-01,pop,200056,0.01100061387354205
1968-04-01,pop,200208,0.012244730918764067
1968-05-01,pop,200361,0.013497032944546756
1968-06-01,pop,200536,0.01492940454266421
1968-07-01,pop,200706,0.01632085123797831
1968-08-01,pop,200898,0.017892367505627175
1968-09-01,pop,201095,0.019504808676079396
1968-10-01,pop,201290,0.021100879885410272
1968-11-01,pop,201466,0.022541436464088398
1968-12-01,pop,201621,0.023810108450992427
